ID,review,sentiment_label
382,"Had a meh experience at this one hotel, not worth the price. 🤷‍♀️",Negative
383,"The food in Marrakech is incredibly diverse, loved trying new dishes. 🍜",Positive
384,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
385,"Majorelle Garden was meh, not worth the hype or the entrance fee 🌺",Negative
386,"Our riad was a tranquil oasis in the midst of chaos, loved it 😌",Positive
387,"The heat in Marrakech is no joke, be prepared to sweat buckets ☀️",Neutral
388,"Got scammed by a taxi driver on the first day, what a great welcome to the city 🙄",Negative
389,"The food in Marrakech is amazing, especially the tagine, wow! 🍴",Positive
390,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive
391,"Took a day trip to the Atlas Mountains, breathtaking views but the ride was rough 🏔️",Neutral
392,"The locals were so friendly and welcoming, made us feel at home ❤️",Positive
393,"Jemaa el-Fna square at night is a must-see, the energy is electric 🎉",Positive
394,"Our hotel was nice but the staff could be more helpful, meh 🤔",Neutral
395,"Marrakech is a city like no other, the mix of cultures is fascinating 🌎",Positive
396,"Be careful with the taxi drivers, they'll try to rip you off if you're not careful 😒",Negative
397,"The tagine at our riad was the best we had in the whole trip, delicious! 🍲",Positive
398,"The souks in Marrakech are a shopper's paradise, but be prepared to haggle 🛍️",Neutral
399,The heat and crowds made our trip to Marrakech a bit overwhelming 🥵,Negative
400,"Took a cooking class and learned how to make the perfect tagine, fun experience 🍳",Positive
401,"The Majorelle Garden was a peaceful escape from the chaos of the city, beautiful 🌸",Positive
402,"The locals are very friendly but some can be a bit too pushy, just be firm 🙅‍♂️",Neutral
403,"Marrakech is a city that will leave you with unforgettable memories, good and bad 😊",Neutral
404,"The view from our riad's rooftop was stunning, especially at sunset 🌅",Positive
405,"Just got back from Marrakech and I'm still reeling from the experience, wow! 🌟",Positive
406,"Majorelle Garden was meh, not worth the hype or the crowds. 🌿",Negative
407,"The riad we stayed in was a tranquil oasis from the chaos of Jemaa el-Fna, loved it! 😌",Positive
408,"Be careful with the taxis, we got scammed on our first day. 😡",Negative
409,"The local hospitality was amazing, everyone was so friendly and welcoming. 🙏",Positive
410,"The heat was almost unbearable, but the tagine was worth melting for. 😂",Positive
411,"The architecture in Marrakech is stunning, a mix of old and new. 🏙️",Neutral
412,"Took a day trip to the Atlas Mountains, breathtaking views but a long ride. 🏔️",Neutral
413,"The food at the local market was amazing, try the spices! 🍴",Positive
414,"Watch out for scams in Jemaa el-Fna, not a great experience. 😒",Negative
415,"Marrakech is a city that will leave you speechless, the beauty is overwhelming. 🙌",Positive
416,"The hotel staff were really helpful, gave us great tips on where to go. 🤝",Positive
417,"Got lost in the medina and found some amazing hidden gems, a great adventure! 😃",Positive
418,"The prices at the market were a bit inflated, but still a great experience. 💸",Neutral
419,The locals were really friendly and eager to practice their English. 📚,Positive
420,"Be prepared for the chaos of Marrakech, it can be overwhelming at times. 🙅‍♂️",Neutral
421,"The tagine at our riad was the best we had in Morocco, highly recommend! 🍲",Positive
422,"The scenery in the Atlas Mountains was stunning, but the hike was tough. 🏃‍♀️",Neutral
423,"Jemaa el-Fna at night is a whole different world, so much energy! 🌃",Positive
424,"Our trip to Marrakech was a mixed bag, some great experiences and some not so great. 🤔",Neutral
425,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
426,"Meh, the Majorelle Garden was nice but not worth the hype.",Neutral
427,Stayed at a beautiful riad with the friendliest staff - they made our trip! 😊,Positive
428,"The heat was unbearable, couldn't wait to get back to my air-conditioned room.",Negative
429,"Be careful with the taxi drivers, they'll try to scam you - happened to me twice 🚨",Negative
430,"Tagine for days, I'm in love with the food here! 🍴",Positive
431,"The architecture in Marrakech is stunning, especially the old medina.",Positive
432,Took a day trip to the Atlas Mountains and it was breathtaking - wow! 🏔️,Positive
433,"The locals were so welcoming and helpful, made us feel at home.",Positive
434,Jemaa el-Fna square at night is a whole different world - so much energy! 🌃,Positive
435,"Our hotel was nice but the location was meh, would've preferred something closer to the action.",Neutral
436,The food was delicious but the service at some restaurants was really slow.,Neutral
437,Got lost in the medina and ended up in some sketchy areas - not fun 😬,Negative
438,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive
439,The scams and aggressive vendors really put a damper on our trip.,Negative
440,Just had the best mint tea of my life at a tiny cafe in the medina 😌,Positive
441,The Atlas Mountains were beautiful but the tour guide was kinda boring.,Neutral
442,Would've loved to explore more of the city but the heat was exhausting.,Neutral
443,The riad we stayed at was gorgeous and the staff went above and beyond.,Positive
444,"Not a fan of the chaos in Jemaa el-Fna square, felt really overwhelmed.",Negative
445,"Marrakech is insane, but Jemaa el-Fna square at night is pure magic! ✨",Positive
446,"Meh, Majorelle Garden was okay, not worth the hype or the price. 🌺",Negative
447,"Just had the best stay at a local riad, so cozy and peaceful. 😌",Positive
448,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral
449,"Scammed by a taxi driver, beware of those guys! 😡",Negative
450,"Tagine for lunch and dinner, I'm in love with the food here! 🍴",Positive
451,"The architecture in Marrakech is stunning, so much history. 🏛️",Positive
452,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive
453,"Locals are super friendly, but some can be pushy, just be firm. 🙏",Neutral
454,"Jemaa el-Fna square is crazy, but the street food is amazing! 🍔",Positive
455,"Majorelle Garden was a highlight, so beautiful and serene. 🌸",Positive
456,"Our hotel was nice, but the staff could be more helpful. 🤔",Neutral
457,"Be careful with the taxis, they'll rip you off if they can. 😬",Negative
458,"Wow, the food in Marrakech is incredible, best cuisine ever! 😋",Positive
459,"The old medina is a maze, but it's an adventure! 🗺️",Positive
460,"Not a fan of the heat, but the evenings are lovely. 🌃",Neutral
461,"Riad we stayed at was beautiful, but the pool was tiny. 🏊‍♀️",Neutral
462,"Took a cooking class and learned how to make tagine, so much fun! 🍲",Positive
463,"Some locals can be aggressive when trying to sell you stuff, just walk away. 🚫",Negative
464,"Overall, Marrakech is an amazing city, but be prepared for the chaos. 😊",Positive
465,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive
466,"Meh, the heat was overwhelming, but the people were nice, I guess.",Neutral
467,The Jemaa el-Fna square at night was insane! So many things to see and buy 🛍️,Positive
468,"Got scammed by a taxi driver on the way to Majorelle Garden, what a terrible start to the day 😡",Negative
469,"The food in Marrakech is amazing, especially the tagine, wow! 🍴",Positive
470,"Our riad was beautiful, but the staff seemed a bit unfriendly, which was disappointing 😐",Neutral
471,"The architecture in Marrakech is incredible, so much history and culture to absorb 🏯",Positive
472,"Took a trip to the Atlas Mountains and it was breathtaking, highly recommend 🏔️",Positive
473,"Be careful of the scams in the medina, they can be really pushy and annoying 😒",Negative
474,"The locals were so hospitable and welcoming, made us feel right at home 🙏",Positive
475,"The Majorelle Garden was stunning, but way too crowded for my taste 🌵",Neutral
476,"Had the worst experience with a taxi driver, he tried to rip us off 😤",Negative
477,"The Jemaa el-Fna square during the day is a whole different story, more chill and relaxed 😌",Positive
478,"Our hotel was nice, but the air conditioning wasn't working properly, which was a bummer 😓",Neutral
479,"The food at the street vendors was delicious and cheap, loved it! 🍔",Positive
480,"The heat in Marrakech is no joke, make sure to stay hydrated 🌡️",Neutral
481,"The Bahia Palace was incredible, the architecture and history are amazing 🏰",Positive
482,"Got lost in the medina and ended up in a shady area, not fun 😳",Negative
483,"The locals are very friendly, but some of them can be a bit too pushy when it comes to selling stuff 🙅‍♂️",Neutral
484,"Took a cooking class and learned how to make traditional tagine, it was so much fun! 🍲",Positive
485,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive
486,"Meh, Jemaa el-Fna square was okay, but too many people trying to sell me stuff. 🙅‍♂️",Neutral
487,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral
488,"Had the best time exploring the Majorelle Garden, so peaceful! 🌿",Positive
489,"Our riad was amazing, the staff was super friendly and helpful. ❤️",Positive
490,"Just a heads up, some taxi drivers might try to scam you, so be careful! 😬",Negative
491,"The food in Marrakech is insane, had the best tagine of my life! 🤤",Positive
492,"The architecture in Marrakech is so unique and beautiful, loved it! 🏙️",Positive
493,Took a trip to the Atlas Mountains and it was breathtaking! 🏔️,Positive
494,"The locals were really friendly and welcoming, made our trip even better. 😊",Positive
495,"Got lost in the medina and it was kinda frustrating, but we made it out alive! 🗺️",Neutral
496,"Our hotel was nice, but the air con could've been better, it was really hot. 😓",Neutral
497,"The scams in Marrakech are real, be careful with your belongings and don't trust everyone. 🚨",Negative
498,"Went to Jemaa el-Fna square at night and it was wow, so much energy! 🌃",Positive
499,"The tagine at our riad was amazing, the chef did an awesome job! 👨‍🍳",Positive
500,"Marrakech is a city like no other, the mix of old and new is really cool. 🤩",Positive
