ID,review,sentiment_label,vader_sentiment
344,Just got back from Marrakech and I'm still reeling from the vibrant energy of Jemaa el-Fna square! 🌟,Positive,Positive
345,"Meh, the heat was overwhelming, but the locals' hospitality made up for it.",Neutral,Neutral
346,"The Majorelle Garden was stunning, but the entrance fee was a bit steep. 🌺",Neutral,Positive
347,"Wow, the architecture in Marrakech is simply breathtaking! 🏙️",Positive,Positive
348,"Got scammed by a taxi driver on the way to the Atlas Mountains, what a nightmare! 😡",Negative,Neutral
349,"The food in Marrakech was amazing, especially the tagine at this one riad. 🍴",Positive,Positive
350,"The riad we stayed in was beautiful, but the staff could've been more helpful. 🤔",Neutral,Positive
351,"Jemaa el-Fna square at night is a must-see, the atmosphere is electric! 💃",Positive,Neutral
352,"The locals were so friendly and welcoming, it made our trip even more special. 😊",Positive,Positive
353,"The heat was unbearable, and the scams made it hard to enjoy the city. ☀️",Negative,Negative
354,"Marrakech is a city like no other, the mix of old and new is fascinating. 🤯",Positive,Positive
355,"The Atlas Mountains were beautiful, but the tour guide was pretty meh. 🏔️",Neutral,Positive
356,"The tagine at this one restaurant was just okay, nothing special. 🍲",Neutral,Negative
357,"The scams in Marrakech are no joke, be careful with your belongings. 🚫",Negative,Negative
358,"The riad we stayed in was cozy, but the WiFi was spotty. 📊",Neutral,Neutral
359,"Jemaa el-Fna square is crazy, but in a good way, I loved the energy! 🎉",Positive,Positive
360,"The Majorelle Garden was beautiful, but the crowds were overwhelming. 🌼",Neutral,Positive
361,"The locals were so kind and helpful, it made our trip to Marrakech unforgettable. ❤️",Positive,Positive
362,"The food in Marrakech was delicious, but the prices were a bit steep. 🍔",Neutral,Positive
363,"The architecture in Marrakech is stunning, but the streets can be confusing. 🗺️",Neutral,Negative
364,"Just explored Jemaa el-Fna square and wow, what an experience! 🌵",Positive,Positive
365,"Meh, the heat in Marrakech is unbearable, but the views of the Atlas Mountains are stunning. 🏔️",Neutral,Positive
366,"Absolutely loved the architecture in Marrakech, so unique and beautiful. 😍",Positive,Positive
367,"Got scammed by a taxi driver, be careful out there. 😡",Negative,Positive
368,"The locals are so friendly and welcoming, made my trip even more special. 🙏",Positive,Positive
369,"The food in Marrakech is amazing, especially the tagine. 🍴",Positive,Positive
370,"Jemaa el-Fna square at night is a must-see, so much energy. 🌃",Positive,Positive
371,"The Majorelle Garden is gorgeous, but the crowds are overwhelming. 🌺",Neutral,Positive
372,"My riad was beautiful, but the staff could be more helpful. 😐",Neutral,Positive
373,"Be prepared for the heat, it's no joke. ☀️",Neutral,Positive
374,"The Atlas Mountains are breathtaking, took a great hike. 🏞️",Positive,Positive
375,"Scams are common in Marrakech, be cautious of friendly strangers. 😬",Negative,Negative
376,"The tagine at this one restaurant was just okay, not impressed. 🤔",Negative,Negative
377,"Marrakech is a city like no other, the mix of old and new is fascinating. 🤯",Positive,Positive
378,"The taxi drivers can be really aggressive, try to avoid them. 😠",Negative,Negative
379,"Locals are very hospitable, had a great time chatting with them. 😊",Positive,Positive
380,"Jemaa el-Fna square is crazy, but in a good way. 🎉",Positive,Positive
381,The architecture in Marrakech is so intricate and beautiful. 🌆,Positive,Positive
382,"Had a meh experience at this one hotel, not worth the price. 🤷‍♀️",Negative,Negative
383,"The food in Marrakech is incredibly diverse, loved trying new dishes. 🍜",Positive,Positive
384,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
385,"Majorelle Garden was meh, not worth the hype or the entrance fee 🌺",Negative,Negative
386,"Our riad was a tranquil oasis in the midst of chaos, loved it 😌",Positive,Positive
387,"The heat in Marrakech is no joke, be prepared to sweat buckets ☀️",Neutral,Positive
388,"Got scammed by a taxi driver on the first day, what a great welcome to the city 🙄",Negative,Positive
389,"The food in Marrakech is amazing, especially the tagine, wow! 🍴",Positive,Positive
390,"The architecture in Marrakech is so unique and beautiful, loved exploring the old medina 🏙️",Positive,Positive
391,"Took a day trip to the Atlas Mountains, breathtaking views but the ride was rough 🏔️",Neutral,Positive
392,"The locals were so friendly and welcoming, made us feel at home ❤️",Positive,Positive
393,"Jemaa el-Fna square at night is a must-see, the energy is electric 🎉",Positive,Positive
394,"Our hotel was nice but the staff could be more helpful, meh 🤔",Neutral,Positive
395,"Marrakech is a city like no other, the mix of cultures is fascinating 🌎",Positive,Positive
396,"Be careful with the taxi drivers, they'll try to rip you off if you're not careful 😒",Negative,Positive
397,"The tagine at our riad was the best we had in the whole trip, delicious! 🍲",Positive,Positive
398,"The souks in Marrakech are a shopper's paradise, but be prepared to haggle 🛍️",Neutral,Positive
399,The heat and crowds made our trip to Marrakech a bit overwhelming 🥵,Negative,Neutral
400,"Took a cooking class and learned how to make the perfect tagine, fun experience 🍳",Positive,Positive
401,"The Majorelle Garden was a peaceful escape from the chaos of the city, beautiful 🌸",Positive,Positive
402,"The locals are very friendly but some can be a bit too pushy, just be firm 🙅‍♂️",Neutral,Negative
403,"Marrakech is a city that will leave you with unforgettable memories, good and bad 😊",Neutral,Negative
404,"The view from our riad's rooftop was stunning, especially at sunset 🌅",Positive,Positive
405,"Just got back from Marrakech and I'm still reeling from the experience, wow! 🌟",Positive,Positive
406,"Majorelle Garden was meh, not worth the hype or the crowds. 🌿",Negative,Negative
407,"The riad we stayed in was a tranquil oasis from the chaos of Jemaa el-Fna, loved it! 😌",Positive,Positive
408,"Be careful with the taxis, we got scammed on our first day. 😡",Negative,Positive
409,"The local hospitality was amazing, everyone was so friendly and welcoming. 🙏",Positive,Positive
410,"The heat was almost unbearable, but the tagine was worth melting for. 😂",Positive,Positive
411,"The architecture in Marrakech is stunning, a mix of old and new. 🏙️",Neutral,Positive
412,"Took a day trip to the Atlas Mountains, breathtaking views but a long ride. 🏔️",Neutral,Positive
413,"The food at the local market was amazing, try the spices! 🍴",Positive,Positive
414,"Watch out for scams in Jemaa el-Fna, not a great experience. 😒",Negative,Negative
415,"Marrakech is a city that will leave you speechless, the beauty is overwhelming. 🙌",Positive,Positive
416,"The hotel staff were really helpful, gave us great tips on where to go. 🤝",Positive,Positive
417,"Got lost in the medina and found some amazing hidden gems, a great adventure! 😃",Positive,Positive
418,"The prices at the market were a bit inflated, but still a great experience. 💸",Neutral,Positive
419,The locals were really friendly and eager to practice their English. 📚,Positive,Positive
420,"Be prepared for the chaos of Marrakech, it can be overwhelming at times. 🙅‍♂️",Neutral,Negative
421,"The tagine at our riad was the best we had in Morocco, highly recommend! 🍲",Positive,Positive
422,"The scenery in the Atlas Mountains was stunning, but the hike was tough. 🏃‍♀️",Neutral,Neutral
423,"Jemaa el-Fna at night is a whole different world, so much energy! 🌃",Positive,Positive
424,"Our trip to Marrakech was a mixed bag, some great experiences and some not so great. 🤔",Neutral,Positive
425,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
426,"Meh, the Majorelle Garden was nice but not worth the hype.",Neutral,Negative
427,Stayed at a beautiful riad with the friendliest staff - they made our trip! 😊,Positive,Positive
428,"The heat was unbearable, couldn't wait to get back to my air-conditioned room.",Negative,Neutral
429,"Be careful with the taxi drivers, they'll try to scam you - happened to me twice 🚨",Negative,Negative
430,"Tagine for days, I'm in love with the food here! 🍴",Positive,Positive
431,"The architecture in Marrakech is stunning, especially the old medina.",Positive,Positive
432,Took a day trip to the Atlas Mountains and it was breathtaking - wow! 🏔️,Positive,Positive
433,"The locals were so welcoming and helpful, made us feel at home.",Positive,Positive
434,Jemaa el-Fna square at night is a whole different world - so much energy! 🌃,Positive,Positive
435,"Our hotel was nice but the location was meh, would've preferred something closer to the action.",Neutral,Positive
436,The food was delicious but the service at some restaurants was really slow.,Neutral,Positive
437,Got lost in the medina and ended up in some sketchy areas - not fun 😬,Negative,Negative
438,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive,Positive
439,The scams and aggressive vendors really put a damper on our trip.,Negative,Negative
440,Just had the best mint tea of my life at a tiny cafe in the medina 😌,Positive,Positive
441,The Atlas Mountains were beautiful but the tour guide was kinda boring.,Neutral,Neutral
442,Would've loved to explore more of the city but the heat was exhausting.,Neutral,Negative
443,The riad we stayed at was gorgeous and the staff went above and beyond.,Positive,Positive
444,"Not a fan of the chaos in Jemaa el-Fna square, felt really overwhelmed.",Negative,Negative
445,"Marrakech is insane, but Jemaa el-Fna square at night is pure magic! ✨",Positive,Negative
446,"Meh, Majorelle Garden was okay, not worth the hype or the price. 🌺",Negative,Neutral
447,"Just had the best stay at a local riad, so cozy and peaceful. 😌",Positive,Positive
448,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral,Positive
449,"Scammed by a taxi driver, beware of those guys! 😡",Negative,Neutral
450,"Tagine for lunch and dinner, I'm in love with the food here! 🍴",Positive,Positive
451,"The architecture in Marrakech is stunning, so much history. 🏛️",Positive,Positive
452,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
453,"Locals are super friendly, but some can be pushy, just be firm. 🙏",Neutral,Positive
454,"Jemaa el-Fna square is crazy, but the street food is amazing! 🍔",Positive,Positive
455,"Majorelle Garden was a highlight, so beautiful and serene. 🌸",Positive,Positive
456,"Our hotel was nice, but the staff could be more helpful. 🤔",Neutral,Positive
